Sample	Individual	Day	Abiotrophia	Acetobacter	Acidaminococcus	Acinetobacter	Actinobacteria gen. _Trueperella_Streptomyces_	Actinobacteria gen. _Xylanimonas_Schaalia_Sanguibacter_	Actinobaculum	Actinomyces	Adlercreutzia	Akkermansia	Alistipes	Allisonella	Anaerococcus	Anaeroglobus	Anaeromassilibacillus	Anaerostipes	Anaerotruncus	Angelakisella	Arabia	Atopobiaceae gen. incertae sedis	Atopobium	Azospirillum	Bacteria gen. _Enterococcus_Acinetobacter_	Bacteria gen. _Lelliottia_Pantoea_Enterobacter_Escherichia_Klebsiella_Leclercia_Pedobacter_	Bacteria gen. _Micrococcus_Streptococcus_Bacillus_Jeotgalibacillus_	Bacteria gen. _Rhodospirillum_Lactobacillus_Azospirillum_	Bacteria gen. _Streptococcus_Enterococcus_Listeria_Sphingobacterium_	Bacteria gen. incertae sedis	Bacteroidaceae gen. incertae sedis	Bacteroidales gen. _Coprobacter_Gabonia_	Bacteroidales gen. incertae sedis	Bacteroides	Barnesiella	Bifidobacterium	Bilophila	Bittarella	Blautia	Butyricicoccus	Butyricimonas	Butyrivibrio	Campylobacter	Candidatus Stoquefichus	Carnobacterium	Catabacter	Catonella	Christensenella	Citrobacter	Clostridia gen. incertae sedis	Clostridiaceae gen. incertae sedis	Clostridiales Family XIII. Incertae Sedis gen. incertae sedis	Clostridiales gen. _Clostridium_Coprococcus_	Clostridiales gen. _Clostridium_Eubacterium_	Clostridiales gen. _Clostridium_Flavonifractor_	Clostridiales gen. _Ruminococcus_Blautia_	Clostridiales gen. _Ruminococcus_Clostridium_Blautia_	Clostridiales gen. _Ruminococcus_Clostridium_	Clostridiales gen. _Ruminococcus_Eubacterium_	Clostridiales gen. _Sellimonas_Drancourtella_	Clostridiales gen. incertae sedis	Clostridioides	Clostridium	Collinsella	Coprobacillus	Coprobacter	Coprococcus	Coriobacteriaceae gen. incertae sedis	Corynebacterium	Cryptobacterium	Cutibacterium	Dehalococcoidales gen. incertae sedis	Desulfovibrio	Dialister	Dielma	Dorea	Eggerthella	Eggerthellaceae gen. incertae sedis	Eggerthia	Eisenbergiella	Emergencia	Enorma	Enterobacterales gen. _Enterobacter_Escherichia_Klebsiella_Serratia_	Enterobacteriaceae gen. _Citrobacter_Enterobacter_Escherichia_Salmonella_	Enterococcus	Enterorhabdus	Erwiniaceae gen. incertae sedis	Erysipelatoclostridium	Eubacteriaceae gen. incertae sedis	Eubacterium	Faecalibacterium	Faecalicatena	Faecalicoccus	Faecalitalea	Fenollaria	Firmicutes gen. _Carnobacterium_Phascolarctobacterium_	Firmicutes gen. _Catenibacterium_Roseburia_	Firmicutes gen. _Clostridium_Eubacterium_	Firmicutes gen. _Coprobacillus_Clostridium_	Firmicutes gen. _Erysipelatoclostridium_Clostridioides_	Firmicutes gen. _Lactobacillus_Lachnospira_	Firmicutes gen. incertae sedis	Flavobacteriaceae gen. incertae sedis	Flavobacteriia gen. incertae sedis	Flavonifractor	Fournierella	Fusicatenibacter	Fusobacterium	Gammaproteobacteria gen. _Citrobacter_Vibrio_	Gammaproteobacteria gen. _Testudinibacter_Pseudomonas_	Gardnerella	Gemella	Gemmiger	Gordonibacter	Granulicatella	Haemophilus	Hafnia	Hafniaceae gen. _Hafnia_Obesumbacterium_	Holdemanella	Holdemania	Hungatella	Intestinibacter	Intestinimonas	Isoptericola	Klebsiella	Lachnoanaerobaculum	Lachnoclostridium	Lachnospira	Lachnospiraceae gen. incertae sedis	Lactobacillales gen. incertae sedis	Lactobacillus	Lactococcus	Lactonifactor	Lelliottia	Lentisphaerae gen. incertae sedis	Leuconostoc	Mailhella	Massilioclostridium	Massiliomicrobiota	Mediterraneibacter	Megasphaera	Merdibacter	Merdimonas	Methanobrevibacter	Mogibacterium	Muribaculaceae gen. incertae sedis	Neisseria	Odoribacter	Olsenella	Oribacterium	Oscillibacter	Pantoea	Parabacteroides	Paraprevotella	Parasutterella	Parvimonas	Pasteurellaceae gen. incertae sedis	Pediococcus	Peptoniphilus	Peptostreptococcaceae gen. incertae sedis	Peptostreptococcus	Phascolarctobacterium	Phocea	Porphyromonas	Prevotella	Prevotellaceae gen. incertae sedis	Prevotellamassilia	Propionibacterium	Proteobacteria gen. _Komagataeibacter_Escherichia_Klebsiella_Shigella_	Proteobacteria gen. incertae sedis	Provencibacterium	Pseudoflavonifractor	Pseudomonas	Pseudopropionibacterium	Pyramidobacter	Rikenellaceae gen. _Tidjanibacter_Alistipes_	Romboutsia	Roseburia	Rothia	Ruminococcaceae gen. incertae sedis	Ruminococcus	Ruthenibacterium	Scardovia	Selenomonadales gen. incertae sedis	Senegalimassilia	Serratia	Solobacterium	Staphylococcaceae gen. _Staphylococcus_Gemella_	Staphylococcus	Stomatobaculum	Streptococcus	Subdoligranulum	Succinivibrio	Sutterella	Sutterellaceae gen. incertae sedis	Tetragenococcus	Tissierellia gen. incertae sedis	Traorella	Tropheryma	Turicibacter	Tyzzerella	Urmitella	Varibaculum	Variovorax	Veillonella	Veillonellaceae gen. incertae sedis	Weissella
peacemaker_2	peacemaker	2	  0	  0	  0	  0	  0	  0	  0	  1	  2	  0	 15	  0	  0	  0	  0	229	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	112	  0	  0	  0	509	  5	142	  0	  0	108	  9	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  9	  0	  0	  1	  0	285	  0	 88	 18	  0	  0	 18	  0	  0	  0	  0	  0	  0	 37	  0	 64	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  2	  0	233	206	  1	  0	  0	  0	  0	  0	  0	  4	  0	113	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  5	  0	  0	  0	  0	  0	  0	148	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  1	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  4	  0	  7	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  7	312	  0	 88	 38	  0	  0	  0	  0	  0	  0	  0	  0	  0	  4	  0	  0	 12	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0
peacemaker_0	peacemaker	0	  0	  0	  0	  0	  0	  0	  0	  2	  3	  0	143	  0	  0	  0	  0	 55	  1	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  5	  0	  0	  0	658	  3	106	  4	  0	 58	 29	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  3	  6	  0	  0	  1	  0	228	  0	 87	 11	  0	  0	 24	  0	  0	  0	  0	  0	  0	 79	  0	 37	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	153	403	  0	  0	  0	  0	  1	  0	  0	  0	  0	153	  3	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	103	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	 10	  0	  5	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	 12	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	227	  0	148	 34	  1	  0	  0	  0	  0	  0	  0	  0	  0	  3	  0	  0	 23	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  3	  0	  0
scavenger_60	scavenger	60	  0	  0	  0	  0	  0	  1	  0	  0	  1	  1	  9	  0	  0	  0	  0	 27	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  5	  1	  0	  0	223	  5	245	  0	  0	228	 17	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  3	  0	  0	  2	  0	117	  0	117	  0	  0	  0	  3	  0	  0	  0	  0	  0	  0	 16	  0	 21	  0	  0	  0	  0	  0	  4	  0	  0	  0	  0	  0	  1	  0	166	370	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	 42	  0	  0	  0	  0	 22	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	632	  1	 11	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	 10	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  2	  0	  0	  0	  1	  0	  0	  0	  1	280	  0	103	140	  0	  0	  0	  0	  0	  0	  0	  0	  1	 17	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0
scavenger_392	scavenger	392	  0	  0	  6	  0	  0	  0	  0	  0	  5	  0	 20	  0	  0	  0	  0	 20	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	 26	  0	  0	  0	737	  7	 41	  0	  0	106	  8	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	 23	  0	  0	  3	  0	218	  0	122	 11	  0	  0	 19	  0	  0	  0	  0	  0	  0	 42	  0	 40	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	241	307	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	 15	  0	  0	  3	  0	  6	  0	  0	  0	  0	  0	  0	  0	  0	 18	  0	  0	  0	  2	  0	  0	  0	  0	  0	  0	  1	  0	394	  2	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  3	  0	  0	  6	  0	 24	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	131	  1	 95	 75	  1	  0	  0	  0	  0	  0	  0	  0	  0	 47	  0	  0	 25	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  1	  0
halbarad_7	halbarad	7	  0	  1	  0	  0	  0	  0	  0	  0	  4	108	213	  0	  0	  0	  3	  4	  1	  0	  0	  0	  0	 32	  0	  0	  0	  0	  0	  0	354	  2	  6	229	  2	 24	 12	  0	 28	 16	  0	  0	  0	  0	  0	  0	  0	  0	  0	  2	 20	  0	  0	  0	 11	  0	  0	  0	  1	  0	369	  0	104	  4	  0	  0	 16	  0	  0	  0	  0	  0	  0	  2	  0	  6	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	  0	  1	  0	102	429	  0	  0	  1	  0	 20	  0	  0	  6	  0	  0	 12	  0	  7	  4	  0	 12	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  1	  0	 34	  0	  0	  0	  0	  0	  2	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  5	  5	  0	 61	  0	 19	  9	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	 10	  0	  0	  2	  0	  0	 42	  0	189	270	  2	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	 17	  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	  0	  0
daisy_0	daisy	0	  0	  0	 17	  0	  0	  2	  0	  0	  0	  5	 12	  0	  0	  0	  0	 80	  0	  1	  0	  0	  0	  0	  0	  0	  0	100	  0	 45	  0	  0	 47	681	  0	 32	  3	  1	 60	 12	  0	  0	  0	  0	  0	  0	  0	  0	  0	  2	  0	  0	  0	  0	  3	  1	  0	  0	  0	  0	111	  0	142	 37	  0	  0	 18	  0	  0	  0	  0	  0	  0	  0	  0	 11	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	413	468	  0	  0	  0	  0	  0	  0	  0	  0	  0	 51	 78	  0	  0	  9	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  2	  0	  0	  1	  0	  0	  0	  1	  0	 96	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  2	  0	  0	  6	  0	 47	  0	 15	  0	  0	  0	  0	  0	  0	 43	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	 31	  0	 66	  0	 46	  4	  1	  0	  1	  0	  0	  0	  0	  0	  0	  2	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0
peacemaker_60	peacemaker	60	  0	  0	  0	  0	  0	  0	  0	  2	  5	  0	 52	  0	  0	  0	  0	 31	  0	  0	  0	  0	  0	  0	  0	 13	  0	  0	  0	  3	  0	  0	  0	695	  6	 93	  3	  1	 72	 29	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  1	  0	  0	  0	  1	  2	  0	  0	  2	  0	173	  0	107	  9	  0	  0	 25	  0	  0	  0	  0	  0	  0	 70	  0	 29	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	148	456	  1	  0	  0	  0	  0	  0	  0	  1	  0	 87	  2	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  1	  0	 88	  0	  2	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  9	  0	 11	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	361	  0	131	 21	  0	  0	  0	  0	  0	  0	  0	  0	  0	 24	  0	  0	 36	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0
peacemaker_600	peacemaker	600	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	  47	   0	   0	   0	   0	  19	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	  18	   0	   1	   3	1111	   9	  80	   2	   2	  33	  15	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   2	   2	   0	   0	   0	   0	 145	   0	  55	  10	   0	   0	  16	   0	   0	   0	   0	   0	   0	  30	   0	  17	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	  98	 370	   0	   0	   0	   0	   0	   0	   0	   0	   0	 230	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   2	   0	   0	   0	   0	   0	   0	   1	   0	  92	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   9	   0	  20	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	 140	   0	  76	 115	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   0	  20	   0	   0	   0	   0	   0	   3	   0	   0	   0	   0	   0	   0	   0
alien_392	alien	392	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  2	  0	  0	  5	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	336	  0	  8	  0	  0	 29	  2	  0	  0	  4	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  2	 62	  0	 18	  0	  0	  0	  0	  0	  0	  0	  0	  0	 14	106	  0	  0	  0	  0	  0	  0	  0	  0	  0	  2	  0	  0	  0	  8	  0	196	330	  0	  0	  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	 34	  0	  0	 18	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  3	  2	  6	  0	  0	  0	 42	  0	  1	  0	  2	  0	  0	  0	  0	  0	  0	  0	 22	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  2	  0	503	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	 58	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	866	  0	  1	196	  1	  0	  0	  0	  0	  0	  0	  0	  0	  4	  0	  0	  0	  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  6	  0	  0
tigress_2	tigress	2	  0	  0	  0	 60	  0	  0	  0	  0	  0	  0	165	  0	  0	  0	  0	 37	  0	  0	  0	  0	  1	  0	  0	  0	  0	115	  0	 10	  0	  1	  5	601	  0	  6	  4	  1	 21	  7	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	 50	  1	  1	  0	  0	  2	  0	336	  0	214	  1	  1	  0	 17	  0	  0	  0	  0	  0	  0	  0	  1	 14	  2	  4	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	288	245	  0	  0	  0	  0	 43	  0	  0	  0	  0	  0	 13	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	 11	  0	  0	  1	  2	  1	  0	  1	  0	  0	  0	  2	  0	 72	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  9	  0	  0	  8	  0	 27	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  9	  1	  0	  0	  1	  0	  0	  1	  0	  0	  0	  0	  0	 96	  0	105	168	  1	  0	  0	  1	  0	  0	  0	  0	  0	 12	  0	  0	  8	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  5	  0	  0
alien_773	alien	773	  0	  0	  0	  0	  0	  1	  0	  0	  6	258	110	  0	  0	  0	  0	  7	  2	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  4	617	  0	  2	  8	  1	 31	 32	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	 59	  0	  0	  0	  0	  0	  0	479	  0	152	 14	  0	  0	 15	  0	  0	  0	  0	  0	  9	154	  0	 14	  2	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	 56	121	  0	  0	  0	  0	  0	  0	  0	  3	  0	  7	 33	  0	  0	  6	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  6	  0	  0	  0	  8	  0	 92	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	 81	  0	 57	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  1	  0	208	  0	 27	 92	  1	  0	  1	  0	  0	  0	  0	  0	  0	  6	  0	  0	 16	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  2	  0	  0
scavenger_7	scavenger	7	  0	  0	  0	  0	  0	  0	  1	  0	  2	  0	 62	  0	  0	  0	  0	  8	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  6	  0	  0	  1	730	 16	 48	  0	  0	104	  8	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  2	  0	149	  0	 83	  0	  0	  0	  4	  0	  0	  0	  0	  0	  0	 88	  0	 18	  0	  0	  0	  0	  0	  2	  0	  0	  0	  0	  0	  0	  0	113	309	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	 39	  0	  0	 14	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  2	  0	  0	  0	  0	  0	  0	  2	  0	413	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	 10	  0	  0	  3	  0	 39	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	  1	136	  0	206	227	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0
scavenger_0	scavenger	0	  0	  0	  0	  0	  0	  0	  0	  1	  2	  0	115	  0	  0	  0	  0	 10	  0	  1	  0	  0	  0	  3	  0	  0	  0	  0	  0	  1	  0	  0	  0	543	 13	 37	  1	  0	131	 33	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  1	  0	  0	  0	  0	  0	  2	  0	239	  0	 69	  2	  0	  0	  8	  0	  0	  0	  0	  0	  1	 54	  1	 20	  0	  1	  0	  0	  0	  8	  0	  0	  0	  0	  0	  0	  0	 78	381	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	 39	  0	  0	  4	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	 11	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	332	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  3	  0	  0	 16	  0	 10	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	 29	  0	  0	  0	  2	  0	  0	  0	  1	  0	  0	  0	  0	278	  0	146	170	  0	  0	  0	  0	  0	  0	  0	  0	  0	  2	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0
scavenger_2	scavenger	2	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	 30	  0	  0	  0	  0	 33	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	 14	  0	  0	  0	356	  4	 79	  0	  0	310	 24	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	 28	  0	  0	  1	  0	148	  0	107	  0	  0	  0	  3	  0	  0	  0	  0	  0	  0	 31	  0	 33	  1	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	305	309	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	 16	  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	 19	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	554	  0	  1	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  2	  0	  0	  1	  0	  6	  0	  0	  0	  2	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  1	  0	  0	  0	  0	  0	  0	  0	  2	243	  0	 94	 53	  0	  0	  0	  0	  0	  0	  0	  0	  0	 14	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  3	  0	  0
bugkiller_7	bugkiller	7	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	  16	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   5	   1	   0	   0	 317	   0	   7	   0	   0	  23	  20	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   6	   0	   0	   1	   0	  54	   0	  12	  11	   0	   0	   3	   0	   0	   0	   0	   0	   0	   0	   0	  15	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	 133	 150	   0	   0	   0	   0	  10	   0	   0	   0	   0	   0	  11	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   7	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   4	   0	   0	   0	   0	   0	   0	   0	   0	   6	   0	   0	1949	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	  46	   0	   0	   0	   0	   2	   0	   0	   0	   0	   0	   3	   0	   0	  26	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0
alien_637	alien	637	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	 56	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  1	  0	  0	 17	160	  0	 12	  0	  1	 66	  5	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	 91	  0	  4	  0	  0	  1	  0	233	  0	201	 19	  0	  0	 64	  0	  0	  0	  0	  0	  0	 31	  0	 12	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	149	554	  0	  0	  0	  0	  0	  0	  0	 13	  0	227	 23	  0	  0	  7	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  5	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  4	  0	242	  0	  1	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  4	  0	 44	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  7	  0	  0	  0	  2	  0	  0	  0	  0	  0	  0	  5	  5	238	  0	 66	144	  0	  0	  0	  0	  0	  0	  0	  0	  0	 18	  0	  0	 14	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  3	  0	  0
halbarad_392	halbarad	392	  0	  0	  0	  0	  0	  0	  1	  2	  2	198	 38	  0	  0	  0	  1	 38	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	 65	  2	  3	358	  7	120	  0	  0	162	  2	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  3	 77	  0	 48	  8	  2	  0	 28	  0	  0	 18	  0	  0	  0	 37	  0	 47	  0	  0	  0	  0	  0	 10	  0	  0	  0	  0	  0	  4	  0	212	178	  0	  0	  4	  0	  0	  0	  0	 22	  0	  0	 26	  0	  4	  1	  0	  8	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  5	  1	  0	  0	  0	  1	  0	 31	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  1	  0	 13	  0	  0	  0	  0	  3	  0	  9	  0	  8	  6	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  5	  0	  0	  0	  0	  0	  5	  0	  4	 27	  0	 61	864	  0	  0	  0	  0	  0	  0	  0	  0	  0	 18	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0
alien_7	alien	7	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	 76	  0	  0	  0	  0	  2	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  2	  3	  0	  0	921	 10	  0	  0	  0	 19	  7	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  5	  0	  0	  0	  0	  0	  0	257	  0	 76	  7	  0	  0	  5	  0	  0	  1	  0	  0	  0	  0	  0	 15	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	 98	321	  0	  0	  0	  0	 49	  0	  0	  0	  0	 43	 27	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	167	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  9	  0	  0	 87	  0	 32	  0	 35	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  1	180	  0	 78	134	  2	  0	  0	  0	  0	  0	  0	  0	  0	  2	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0
